Geneid	Chr	Start	End	Strand	Length	Drosha_1
mmu-miR-29b-1-5p	chr6	31063067	31063088	-	22	2
mmu-miR-490-5p	chr6	36421763	36421782	+	20	0
mmu-miR-490-3p	chr6	36421800	36421821	+	22	0
mmu-miR-7670-5p	chr6	38507325	38507346	+	22	0
mmu-miR-7670-3p	chr6	38507371	38507393	+	23	0
mmu-miR-704	chr6	47803590	47803610	-	21	3
mmu-miR-6371	chr6	50572459	50572481	+	23	0
mmu-miR-148a-5p	chr6	51269867	51269888	-	22	4
mmu-miR-148a-3p	chr6	51269829	51269850	-	22	89
mmu-miR-196b-5p	chr6	52230129	52230150	-	22	0
mmu-miR-196b-3p	chr6	52230094	52230115	-	22	0
mmu-miR-8112	chr6	71271745	71271764	+	20	20
mmu-miR-7232-5p	chr6	81895640	81895663	-	24	0
mmu-miR-7232-3p	chr6	81895590	81895611	-	22	0
mmu-miR-468-3p	chr6	81896602	81896624	-	23	0
mmu-miR-468-5p	chr6	81896629	81896655	-	27	0
mmu-miR-7040-5p	chr6	83049716	83049737	+	22	0
mmu-miR-7040-3p	chr6	83049752	83049773	+	22	0
mmu-miR-3470a	chr6	83090360	83090380	-	21	0
mmu-miR-6374	chr6	83401060	83401081	-	22	0
mmu-miR-705	chr6	85336341	85336360	-	20	0
mmu-miR-6375	chr6	85790203	85790225	-	23	0
mmu-miR-6376	chr6	88104204	88104225	-	22	0
mmu-miR-7041-5p	chr6	94606388	94606410	-	23	0
mmu-miR-7041-3p	chr6	94606364	94606383	-	20	0
mmu-miR-6373	chr6	102794445	102794466	+	22	0
mmu-miR-7661-5p	chr6	108489743	108489767	+	25	0
mmu-miR-7661-3p	chr6	108489782	108489803	+	22	0
mmu-miR-7042-5p	chr6	113707213	113707233	+	21	0
mmu-miR-7042-3p	chr6	113707245	113707265	+	21	0
mmu-miR-7660-5p	chr6	115775657	115775678	+	22	0
mmu-miR-7660-3p	chr6	115775697	115775719	+	23	0
mmu-miR-7043-5p	chr6	116646020	116646042	-	23	0
mmu-miR-7043-3p	chr6	116645978	116645998	-	21	0
mmu-miR-7044-5p	chr6	118085197	118085215	+	19	0
mmu-miR-7044-3p	chr6	118085243	118085263	+	21	2
mmu-miR-706	chr6	120034290	120034311	-	22	0
mmu-miR-7231-5p	chr6	122831377	122831398	+	22	0
mmu-miR-7231-3p	chr6	122831415	122831437	+	23	0
mmu-miR-141-5p	chr6	124717959	124717980	-	22	0
mmu-miR-141-3p	chr6	124717917	124717938	-	22	3
mmu-miR-200c-5p	chr6	124718365	124718386	-	22	0
mmu-miR-200c-3p	chr6	124718324	124718346	-	23	15
mmu-miR-7045-5p	chr6	125097029	125097049	+	21	0
mmu-miR-7045-3p	chr6	125097066	125097086	+	21	0
mmu-miR-3098-5p	chr6	125195807	125195828	+	22	0
mmu-miR-3098-3p	chr6	125195845	125195865	+	21	0
mmu-miR-8113	chr6	125234756	125234777	-	22	0
mmu-miR-7233-5p	chr6	127788125	127788143	-	19	0
mmu-miR-7233-3p	chr6	127788084	127788105	-	22	0
mmu-miR-7649-5p	chr6	128974874	128974895	-	22	0
mmu-miR-7649-3p	chr6	128974840	128974862	-	23	0
mmu-miR-290a-5p	chr7	3218639	3218660	+	22	422
mmu-miR-290a-3p	chr7	3218674	3218697	+	24	160
mmu-miR-290b-5p	chr7	3218674	3218695	-	22	0
mmu-miR-290b-3p	chr7	3218638	3218659	-	22	0
mmu-miR-291a-5p	chr7	3218932	3218953	+	22	1563
mmu-miR-291a-3p	chr7	3218968	3218989	+	22	1134
mmu-miR-292a-5p	chr7	3219200	3219221	+	22	1127
mmu-miR-292a-3p	chr7	3219238	3219261	+	24	1109
mmu-miR-292b-5p	chr7	3219237	3219259	-	23	0
mmu-miR-292b-3p	chr7	3219198	3219218	-	21	0
mmu-miR-291b-5p	chr7	3219494	3219515	+	22	32
mmu-miR-291b-3p	chr7	3219529	3219550	+	22	1
mmu-miR-293-5p	chr7	3220356	3220377	+	22	60
mmu-miR-293-3p	chr7	3220390	3220411	+	22	36
mmu-miR-294-5p	chr7	3220655	3220676	+	22	45
mmu-miR-294-3p	chr7	3220691	3220712	+	22	1509
mmu-miR-295-5p	chr7	3220779	3220800	+	22	18
mmu-miR-295-3p	chr7	3220815	3220837	+	23	1080
mmu-miR-935	chr7	3415120	3415143	+	24	0
mmu-miR-3572-3p	chr7	3656010	3656032	+	23	0
mmu-miR-3572-5p	chr7	3655970	3655991	+	22	0
mmu-miR-3099-5p	chr7	6803600	6803620	+	21	0
mmu-miR-3099-3p	chr7	6803638	6803659	+	22	0
mmu-miR-5620-5p	chr7	7298891	7298913	+	23	1
mmu-miR-5620-3p	chr7	7298926	7298946	+	21	0
mmu-miR-3100-5p	chr7	19086828	19086850	+	23	0
mmu-miR-3100-3p	chr7	19086872	19086892	+	21	0
mmu-miR-330-5p	chr7	19181486	19181507	+	22	1
mmu-miR-330-3p	chr7	19181525	19181547	+	23	0
mmu-miR-343	chr7	19386688	19386707	+	20	0
mmu-miR-7046-5p	chr7	24970047	24970070	-	24	1
mmu-miR-7046-3p	chr7	24970010	24970031	-	22	22
mmu-miR-7047-5p	chr7	24987640	24987662	-	23	0
mmu-miR-7047-3p	chr7	24987606	24987628	-	23	1
mmu-miR-6537-5p	chr7	25097120	25097141	-	22	0
mmu-miR-6537-3p	chr7	25097089	25097111	-	23	1
mmu-miR-7048-5p	chr7	25217699	25217720	-	22	0
mmu-miR-7048-3p	chr7	25217668	25217688	-	21	2
mmu-miR-3101-5p	chr7	27176058	27176078	-	21	0
mmu-miR-3101-3p	chr7	27176020	27176040	-	21	0
mmu-miR-1191a	chr7	27205615	27205635	+	21	1
mmu-miR-7049-5p	chr7	28560957	28560979	-	23	3
mmu-miR-7049-3p	chr7	28560925	28560945	-	21	0
mmu-miR-1963	chr7	29083671	29083693	-	23	1
mmu-miR-1964-5p	chr7	29773305	29773326	+	22	0
mmu-miR-1964-3p	chr7	29773344	29773365	+	22	0
mmu-miR-7668-5p	chr7	29906509	29906532	+	24	0
mmu-miR-7668-3p	chr7	29906546	29906567	+	22	1
mmu-miR-9769-5p	chr7	30552839	30552860	+	22	0
mmu-miR-9769-3p	chr7	30552871	30552892	+	22	0
mmu-miR-3569-5p	chr7	30589380	30589400	+	21	0
mmu-miR-3569-3p	chr7	30589416	30589437	+	22	0
mmu-miR-7050-5p	chr7	31040292	31040312	-	21	0
mmu-miR-7050-3p	chr7	31040258	31040278	-	21	0
mmu-miR-7051-5p	chr7	43457502	43457523	+	22	2
mmu-miR-7051-3p	chr7	43457546	43457567	+	22	0
mmu-miR-7052-5p	chr7	44470352	44470372	+	21	0
mmu-miR-7052-3p	chr7	44470391	44470411	+	21	1
mmu-miR-7053-5p	chr7	44538153	44538173	-	21	1
mmu-miR-7053-3p	chr7	44538106	44538126	-	21	3
mmu-miR-707	chr7	44849705	44849725	+	21	0
mmu-miR-7054-5p	chr7	45012458	45012482	-	25	0
mmu-miR-7054-3p	chr7	45012426	45012445	-	20	3
mmu-miR-150-5p	chr7	45121762	45121783	+	22	101
mmu-miR-150-3p	chr7	45121798	45121819	+	22	1
mmu-miR-5121	chr7	45126925	45126945	-	21	35
mmu-miR-7055-5p	chr7	45173303	45173323	+	21	0
mmu-miR-7055-3p	chr7	45173339	45173361	+	23	0
mmu-miR-7056-5p	chr7	47083203	47083224	-	22	0
mmu-miR-7056-3p	chr7	47083166	47083187	-	22	0
mmu-miR-6238	chr7	53891796	53891817	-	22	0
mmu-miR-6389	chr7	57581070	57581090	+	21	0
mmu-miR-344d-3p	chr7	61683127	61683148	-	22	3
mmu-miR-344d-1-5p	chr7	61683166	61683189	-	24	0
mmu-miR-344d-2-5p	chr7	61685318	61685341	-	24	0
mmu-miR-344d-3-5p	chr7	61726296	61726318	-	23	0
mmu-miR-344e-5p	chr7	61735579	61735598	-	20	0
mmu-miR-344e-3p	chr7	61735539	61735560	-	22	0
mmu-miR-344h-5p	chr7	61739390	61739409	-	20	0
mmu-miR-344h-3p	chr7	61739350	61739371	-	22	0
mmu-miR-344b-5p	chr7	61790556	61790578	-	23	0
mmu-miR-344b-3p	chr7	61790522	61790543	-	22	1
mmu-miR-344c-5p	chr7	61837363	61837385	-	23	0
mmu-miR-344c-3p	chr7	61837323	61837345	-	23	0
mmu-miR-344-5p	chr7	61877819	61877844	-	26	0
mmu-miR-344-3p	chr7	61877782	61877804	-	23	7
mmu-miR-344g-5p	chr7	61982335	61982355	-	21	0
mmu-miR-344g-3p	chr7	61982295	61982316	-	22	0
mmu-miR-344f-5p	chr7	62046225	62046246	-	22	0
mmu-miR-344f-3p	chr7	62046183	62046203	-	21	2
mmu-miR-344i	chr7	62085281	62085300	-	20	0
mmu-miR-211-5p	chr7	64205831	64205852	+	22	1
mmu-miR-211-3p	chr7	64205868	64205888	+	21	0
mmu-miR-6416-5p	chr7	64250077	64250097	-	21	0
mmu-miR-6416-3p	chr7	64249989	64250009	-	21	0
mmu-miR-7057-5p	chr7	66381702	66381719	-	18	0
mmu-miR-7057-3p	chr7	66381669	66381690	-	22	0
mmu-miR-7234-5p	chr7	73819590	73819612	+	23	0
mmu-miR-7234-3p	chr7	73819619	73819641	+	23	0
mmu-miR-7a-2-3p	chr7	78888335	78888356	+	22	2
mmu-miR-1839-5p	chr7	81529919	81529940	+	22	109
mmu-miR-1839-3p	chr7	81529958	81529980	+	23	15
mmu-miR-708-5p	chr7	96249450	96249472	+	23	0
mmu-miR-708-3p	chr7	96249496	96249517	+	22	0
mmu-miR-6394	chr7	96305740	96305760	+	21	0
mmu-miR-326-5p	chr7	99552288	99552311	+	24	0
mmu-miR-326-3p	chr7	99552328	99552348	+	21	7
mmu-miR-3102-5p	chr7	100882388	100882409	-	22	0
mmu-miR-3102-5p.2-5p	chr7	100882367	100882387	-	21	4
mmu-miR-3102-3p.2-3p	chr7	100882330	100882350	-	21	18
mmu-miR-3102-3p	chr7	100882307	100882329	-	23	37
mmu-miR-139-5p	chr7	101475382	101475403	+	22	0
mmu-miR-139-3p	chr7	101475418	101475439	+	22	0
mmu-miR-7058-5p	chr7	126368013	126368036	-	24	0
mmu-miR-7058-3p	chr7	126367971	126367992	-	22	0
mmu-miR-7059-5p	chr7	126579506	126579527	-	22	2
mmu-miR-7059-3p	chr7	126579474	126579495	-	22	0
mmu-miR-7060-5p	chr7	127489251	127489272	+	22	0
mmu-miR-7060-3p	chr7	127489367	127489387	+	21	0
mmu-miR-762	chr7	127708534	127708555	+	22	0
mmu-miR-3103-5p	chr7	128288414	128288434	-	21	0
mmu-miR-3103-3p	chr7	128288370	128288391	-	22	1
mmu-miR-7061-5p	chr7	130908273	130908294	+	22	0
mmu-miR-7061-3p	chr7	130908314	130908335	+	22	0
mmu-miR-1962	chr7	135566234	135566255	+	22	0
mmu-miR-6401	chr7	139779085	139779106	+	22	0
mmu-miR-7686-5p	chr7	139957598	139957622	-	25	0
mmu-miR-7686-3p	chr7	139957566	139957587	-	22	0
mmu-miR-202-5p	chr7	139957732	139957752	-	21	0
mmu-miR-202-3p	chr7	139957695	139957716	-	22	0
mmu-miR-7062-5p	chr7	139986846	139986869	-	24	0
mmu-miR-7062-3p	chr7	139986809	139986831	-	23	0
mmu-miR-210-5p	chr7	141221445	141221466	-	22	3
mmu-miR-210-3p	chr7	141221407	141221428	-	22	13
mmu-miR-7063-5p	chr7	141620706	141620728	+	23	0
mmu-miR-7063-3p	chr7	141620772	141620791	+	20	0
mmu-miR-3104-5p	chr7	141992180	141992204	+	25	0
mmu-miR-3104-3p	chr7	141992218	141992240	+	23	1
mmu-miR-675-5p	chr7	142577112	142577133	-	22	0
mmu-miR-675-3p	chr7	142577078	142577099	-	22	0
mmu-miR-483-5p	chr7	142654968	142654989	-	22	0
mmu-miR-483-3p	chr7	142654932	142654952	-	21	0
mmu-miR-7064-5p	chr7	143570731	143570754	-	24	1
mmu-miR-7064-3p	chr7	143570673	143570693	-	21	0
mmu-miR-6404	chr7	143933171	143933191	+	21	0
mmu-miR-3105-5p	chr7	144009267	144009288	+	22	0
mmu-miR-3105-3p	chr7	144009304	144009325	+	22	0
mmu-miR-7654-5p	chr8	8690141	8690162	-	22	0
mmu-miR-7654-3p	chr8	8690093	8690114	-	22	0
mmu-miR-7238-5p	chr8	11635719	11635736	-	18	0
mmu-miR-7238-3p	chr8	11635694	11635708	-	15	0
mmu-miR-9768-5p	chr8	12947953	12947975	+	23	0
mmu-miR-9768-3p	chr8	12948035	12948058	+	24	0
mmu-miR-7065-5p	chr8	13136077	13136097	+	21	0
mmu-miR-7065-3p	chr8	13136112	13136132	+	21	0
mmu-miR-1968-5p	chr8	13189068	13189091	-	24	0
mmu-miR-1968-3p	chr8	13189035	13189055	-	21	0
mmu-miR-3106-5p	chr8	16168805	16168825	-	21	0
mmu-miR-3106-3p	chr8	16168768	16168789	-	22	0
mmu-miR-486a-5p	chr8	23142587	23142608	+	22	1
mmu-miR-486a-3p	chr8	23142629	23142649	+	21	0
mmu-miR-486b-5p	chr8	23142627	23142648	-	22	1
mmu-miR-486b-3p	chr8	23142587	23142606	-	20	0
mmu-miR-8108	chr8	25159150	25159171	-	22	0
mmu-miR-6395	chr8	34166689	34166710	-	22	0
mmu-miR-383-5p	chr8	38252178	38252199	-	22	0
mmu-miR-383-3p	chr8	38252138	38252158	-	21	0
mmu-miR-7666-5p	chr8	40307908	40307929	-	22	0
mmu-miR-7666-3p	chr8	40307875	40307893	-	19	5
mmu-miR-710	chr8	64514401	64514422	-	22	0
mmu-miR-7066-5p	chr8	70102560	70102581	-	22	0
mmu-miR-7066-3p	chr8	70102524	70102546	-	23	2
mmu-miR-7240-5p	chr8	70798135	70798155	+	21	0
mmu-miR-7240-3p	chr8	70798172	70798192	+	21	0
mmu-miR-7067-5p	chr8	70895543	70895565	-	23	1
mmu-miR-7067-3p	chr8	70895508	70895528	-	21	0
mmu-miR-1969	chr8	70925541	70925563	+	23	0
mmu-miR-6769b-5p	chr8	71631083	71631102	-	20	0
mmu-miR-6769b-3p	chr8	71631047	71631067	-	21	0
mmu-miR-7068-5p	chr8	72470069	72470089	-	21	0
mmu-miR-7068-3p	chr8	72470016	72470036	-	21	43
mmu-miR-28b	chr8	73016523	73016543	+	21	0
mmu-miR-1668	chr8	83723903	83723923	-	21	2
mmu-miR-8111	chr8	84005704	84005724	+	21	0
mmu-miR-1199-5p	chr8	84011594	84011613	-	20	0
mmu-miR-1199-3p	chr8	84011549	84011569	-	21	0
mmu-miR-709	chr8	84086167	84086185	+	19	0
mmu-miR-181d-5p	chr8	84178759	84178781	-	23	7
mmu-miR-181d-3p	chr8	84178720	84178740	-	21	0
mmu-miR-181c-5p	chr8	84178924	84178945	-	22	31
mmu-miR-181c-3p	chr8	84178885	84178906	-	22	22
mmu-miR-23a-5p	chr8	84208527	84208548	+	22	0
mmu-miR-23a-3p	chr8	84208563	84208583	+	21	2
mmu-miR-27a-5p	chr8	84208685	84208706	+	22	0
mmu-miR-27a-3p	chr8	84208727	84208747	+	21	6
mmu-miR-24-2-5p	chr8	84208839	84208860	+	22	2
mmu-miR-3074-2-3p	chr8	84208839	84208858	-	20	0
mmu-miR-7069-5p	chr8	84867952	84867974	+	23	0
mmu-miR-7069-3p	chr8	84867987	84868007	+	21	0
mmu-miR-7070-5p	chr8	85062086	85062106	+	21	0
mmu-miR-7070-3p	chr8	85062152	85062171	+	20	7
mmu-miR-8109	chr8	85700935	85700955	+	21	0
mmu-miR-7071-5p	chr8	88138211	88138233	+	23	0
mmu-miR-7071-3p	chr8	88138254	88138274	+	21	1
mmu-miR-8110	chr8	89024791	89024811	+	21	0
mmu-miR-138-5p	chr8	94324312	94324334	+	23	23
mmu-miR-138-2-3p	chr8	94324359	94324379	+	21	0
mmu-miR-7072-5p	chr8	94505051	94505072	+	22	0
mmu-miR-7072-3p	chr8	94505085	94505105	+	21	0
mmu-miR-7073-5p	chr8	95753188	95753209	-	22	0
mmu-miR-7073-3p	chr8	95753151	95753172	-	22	0
mmu-miR-328-5p	chr8	105308419	105308440	-	22	0
mmu-miR-328-3p	chr8	105308379	105308400	-	22	4
mmu-miR-1966-5p	chr8	105615481	105615505	+	25	0
mmu-miR-1966-3p	chr8	105615521	105615543	+	23	0
mmu-miR-7074-5p	chr8	105951672	105951694	-	23	0
mmu-miR-7074-3p	chr8	105951637	105951659	-	23	0
mmu-miR-7075-5p	chr8	107096081	107096101	-	21	0
mmu-miR-7075-3p	chr8	107096025	107096045	-	21	2
mmu-miR-140-5p	chr8	107551249	107551270	+	22	1
mmu-miR-140-3p	chr8	107551288	107551308	+	21	18
mmu-miR-3108-5p	chr8	108936870	108936892	+	23	0
mmu-miR-3108-3p	chr8	108936911	108936931	+	21	0
mmu-miR-3473d	chr8	111016498	111016521	-	24	0
mmu-miR-1957b	chr8	111450230	111450250	+	21	0
mmu-miR-7076-5p	chr8	111689649	111689669	-	21	0
mmu-miR-7076-3p	chr8	111689601	111689621	-	21	0
mmu-miR-7077-5p	chr8	117453025	117453045	+	21	0
mmu-miR-7077-3p	chr8	117453060	117453079	+	20	0
mmu-miR-7078-5p	chr8	117459270	117459289	+	20	0
mmu-miR-7078-3p	chr8	117459308	117459328	+	21	0
mmu-miR-7687-5p	chr8	120538696	120538720	+	25	0
mmu-miR-7687-3p	chr8	120538734	120538754	+	21	0
mmu-miR-7237-5p	chr8	121978024	121978047	+	24	0
mmu-miR-7237-3p	chr8	121978065	121978086	+	22	0
mmu-miR-6396	chr8	122622265	122622288	-	24	0
mmu-miR-7079-5p	chr8	123104980	123105001	+	22	2
mmu-miR-7079-3p	chr8	123105023	123105043	+	21	6
mmu-miR-7080-5p	chr8	123130106	123130128	+	23	0
mmu-miR-7080-3p	chr8	123130147	123130168	+	22	0
mmu-miR-1967	chr8	124022688	124022710	+	23	0
mmu-miR-21c	chr8	128278188	128278208	-	21	0
mmu-miR-1903	chr8	128359251	128359272	+	22	0
mmu-miR-101c	chr9	3038680	3038698	-	19	13
mmu-miR-5618-5p	chr9	7784390	7784409	+	20	0
mmu-miR-5618-3p	chr9	7784423	7784440	+	18	0
mmu-miR-1899	chr9	8246796	8246817	+	22	0
mmu-miR-6237	chr9	9894484	9894506	+	23	0
mmu-miR-7650-5p	chr9	15312611	15312632	+	22	3
mmu-miR-7650-3p	chr9	15312648	15312669	+	22	0
mmu-miR-7081-5p	chr9	20914134	20914159	-	26	0
mmu-miR-7081-3p	chr9	20914091	20914112	-	22	1
mmu-miR-1900	chr9	21032261	21032282	-	22	0
mmu-miR-7082-5p	chr9	21075563	21075583	-	21	0
mmu-miR-7082-3p	chr9	21075499	21075520	-	22	5
mmu-miR-1946b	chr9	21613452	21613477	-	26	0
mmu-miR-7083-5p	chr9	21809975	21809995	-	21	4
mmu-miR-7083-3p	chr9	21809941	21809960	-	20	12
mmu-miR-7084-5p	chr9	22113988	22114008	-	21	0
mmu-miR-7084-3p	chr9	22113951	22113972	-	22	0
mmu-miR-100-5p	chr9	41531437	41531458	+	22	0
mmu-miR-100-3p	chr9	41531471	41531492	+	22	0
mmu-let-7a-2-3p	chr9	41536777	41536797	+	21	0
mmu-miR-125b-1-3p	chr9	41581980	41582001	+	22	0
mmu-miR-7085-5p	chr9	44400428	44400449	+	22	0
mmu-miR-7085-3p	chr9	44400465	44400486	+	22	0
mmu-miR-7086-5p	chr9	45266682	45266702	-	21	0
mmu-miR-7086-3p	chr9	45266643	45266663	-	21	0
mmu-miR-7087-5p	chr9	45939565	45939585	-	21	0
mmu-miR-7087-3p	chr9	45939521	45939542	-	22	0
mmu-miR-34c-5p	chr9	51103076	51103098	-	23	1
mmu-miR-34c-3p	chr9	51103044	51103065	-	22	0
mmu-miR-34b-5p	chr9	51103610	51103632	-	23	0
mmu-miR-34b-3p	chr9	51103574	51103595	-	22	0
mmu-miR-6244	chr9	52115653	52115673	+	21	0
mmu-miR-130c	chr9	53400808	53400829	-	22	0
mmu-miR-5710	chr9	54708317	54708338	+	22	0
mmu-miR-6385	chr9	58221155	58221175	+	21	0
mmu-miR-5133	chr9	62122565	62122585	-	21	0
mmu-miR-190a-5p	chr9	67236700	67236721	-	22	0
mmu-miR-190a-3p	chr9	67236664	67236685	-	22	0
mmu-miR-7241-5p	chr9	67727758	67727780	-	23	0
mmu-miR-7241-3p	chr9	67727717	67727738	-	22	0
mmu-miR-7242-5p	chr9	67729556	67729577	-	22	0
mmu-miR-7242-3p	chr9	67729499	67729520	-	22	0
mmu-miR-3109-5p	chr9	69456958	69456981	+	24	0
mmu-miR-3109-3p	chr9	69456997	69457017	+	21	0
mmu-miR-5626-5p	chr9	70405732	70405753	-	22	0
mmu-miR-5626-3p	chr9	70405694	70405715	-	22	0
mmu-miR-184-3p	chr9	89802263	89802284	-	22	1
mmu-miR-184-5p	chr9	89802302	89802323	-	22	0
mmu-miR-6386	chr9	92267334	92267357	-	24	0
mmu-miR-7656-5p	chr9	94751829	94751850	+	22	0
mmu-miR-7656-3p	chr9	94751869	94751890	+	22	0
mmu-miR-7243-5p	chr9	102304956	102304975	-	20	0
mmu-miR-7243-3p	chr9	102304924	102304943	-	20	0
mmu-miR-2136	chr9	104426163	104426183	+	21	0
mmu-miR-135a-1-3p	chr9	106154179	106154200	+	22	0
mmu-let-7g-5p	chr9	106178846	106178867	+	22	95
mmu-let-7g-3p	chr9	106178902	106178923	+	22	2
mmu-miR-7088-5p	chr9	108081498	108081522	+	25	0
mmu-miR-7088-3p	chr9	108081560	108081581	+	22	0
mmu-miR-191-5p	chr9	108568325	108568347	+	23	536
mmu-miR-191-3p	chr9	108568367	108568388	+	22	2
mmu-miR-425-5p	chr9	108568789	108568811	+	23	0
mmu-miR-425-3p	chr9	108568830	108568850	+	21	0
mmu-miR-711	chr9	108969970	108969991	+	22	0
mmu-miR-7089-5p	chr9	109889648	109889671	+	24	0
mmu-miR-7089-3p	chr9	109889689	109889710	+	22	0
mmu-miR-6236	chr9	110281353	110281371	+	19	0
mmu-miR-8107	chr9	110636065	110636085	-	21	0
mmu-miR-128-2-5p	chr9	112118679	112118701	-	23	0
mmu-miR-467h	chr9	115381898	115381919	+	22	0
mmu-miR-26a-1-3p	chr9	119031850	119031871	+	22	0
mmu-miR-7090-5p	chr9	120955089	120955111	+	23	0
mmu-miR-7090-3p	chr9	120955128	120955147	+	20	1
mmu-miR-8106	chr9	122273930	122273951	-	22	0
mmu-miR-138-1-3p	chr9	122682936	122682957	+	22	0
mmu-miR-500-5p	chrX	7237730	7237754	-	25	0
mmu-miR-500-3p	chrX	7237695	7237716	-	22	0
mmu-miR-501-5p	chrX	7241307	7241328	-	22	0
mmu-miR-501-3p	chrX	7241270	7241291	-	22	0
mmu-miR-362-5p	chrX	7242019	7242042	-	24	0
mmu-miR-362-3p	chrX	7241984	7242005	-	22	0
mmu-miR-188-5p	chrX	7248031	7248051	-	21	0
mmu-miR-188-3p	chrX	7247992	7248012	-	21	0
mmu-miR-532-5p	chrX	7248456	7248477	-	22	1
mmu-miR-532-3p	chrX	7248419	7248440	-	22	0
mmu-miR-1198-5p	chrX	7807142	7807163	+	22	0
mmu-miR-1198-3p	chrX	7807180	7807201	+	22	0
mmu-miR-221-5p	chrX	19146344	19146369	-	26	1
mmu-miR-221-3p	chrX	19146307	19146329	-	23	4
mmu-miR-222-5p	chrX	19146940	19146960	-	21	0
mmu-miR-222-3p	chrX	19146903	19146923	-	21	33
mmu-miR-5617-5p	chrX	20863160	20863182	-	23	0
mmu-miR-5617-3p	chrX	20863126	20863146	-	21	0
mmu-miR-3110-5p	chrX	38210453	38210473	+	21	0
mmu-miR-3110-3p	chrX	38210488	38210509	+	22	0
mmu-miR-6384	chrX	52378155	52378174	-	20	0
mmu-miR-717	chrX	52422461	52422482	-	22	0
mmu-miR-363-5p	chrX	52741740	52741761	-	22	1
mmu-miR-363-3p	chrX	52741697	52741718	-	22	0
mmu-miR-92a-2-5p	chrX	52741892	52741913	-	22	0
mmu-miR-19b-2-5p	chrX	52742033	52742056	-	24	0
mmu-miR-20b-5p	chrX	52742159	52742181	-	23	7
mmu-miR-20b-3p	chrX	52742122	52742143	-	22	1
mmu-miR-18b-5p	chrX	52742381	52742403	-	23	0
mmu-miR-18b-3p	chrX	52742342	52742363	-	22	0
mmu-miR-106a-5p	chrX	52742541	52742563	-	23	0
mmu-miR-106a-3p	chrX	52742505	52742527	-	23	0
mmu-miR-450b-5p	chrX	53048044	53048065	-	22	0
mmu-miR-450b-3p	chrX	53048008	53048029	-	22	0
mmu-miR-450a-5p	chrX	53048206	53048227	-	22	0
mmu-miR-450a-1-3p	chrX	53048171	53048192	-	22	0
mmu-miR-450a-2-3p	chrX	53048304	53048325	-	22	0
mmu-miR-542-5p	chrX	53049453	53049474	-	22	0
mmu-miR-542-3p	chrX	53049415	53049436	-	22	2
mmu-miR-351-5p	chrX	53053315	53053338	-	24	14
mmu-miR-351-3p	chrX	53053276	53053296	-	21	0
mmu-miR-503-5p	chrX	53054027	53054049	-	23	7
mmu-miR-503-3p	chrX	53053987	53054008	-	22	0
mmu-miR-322-5p	chrX	53054306	53054327	-	22	11
mmu-miR-322-3p	chrX	53054269	53054289	-	21	1
mmu-miR-5116	chrX	56587892	56587912	-	21	1
mmu-miR-504-5p	chrX	59097705	59097726	-	22	0
mmu-miR-504-3p	chrX	59097669	59097690	-	22	0
mmu-miR-505-5p	chrX	60394451	60394473	-	23	0
mmu-miR-505-3p	chrX	60394416	60394437	-	22	0
mmu-miR-743a-5p	chrX	66776794	66776815	-	22	0
mmu-miR-743a-3p	chrX	66776760	66776781	-	22	0
mmu-miR-743b-5p	chrX	66777302	66777322	-	21	0
mmu-miR-743b-3p	chrX	66777266	66777287	-	22	0
mmu-miR-742-5p	chrX	66780412	66780432	-	21	0
mmu-miR-742-3p	chrX	66780376	66780397	-	22	0
mmu-miR-883a-5p	chrX	66780803	66780824	-	22	0
mmu-miR-883a-3p	chrX	66780768	66780789	-	22	0
mmu-miR-883b-5p	chrX	66789936	66789957	-	22	0
mmu-miR-883b-3p	chrX	66789900	66789921	-	22	0
mmu-miR-471-5p	chrX	66792634	66792655	-	22	0
mmu-miR-471-3p	chrX	66792599	66792620	-	22	0
mmu-miR-741-5p	chrX	66796847	66796869	-	23	0
mmu-miR-741-3p	chrX	66796809	66796831	-	23	0
mmu-miR-463-5p	chrX	66799273	66799294	-	22	0
mmu-miR-463-3p	chrX	66799236	66799257	-	22	0
mmu-miR-880-5p	chrX	66800577	66800597	-	21	0
mmu-miR-880-3p	chrX	66800540	66800561	-	22	0
mmu-miR-878-5p	chrX	66801554	66801575	-	22	0
mmu-miR-878-3p	chrX	66801518	66801539	-	22	0
mmu-miR-881-5p	chrX	66801986	66802007	-	22	0
mmu-miR-881-3p	chrX	66801954	66801975	-	22	0
mmu-miR-871-5p	chrX	66810472	66810494	-	23	0
mmu-miR-871-3p	chrX	66810438	66810460	-	23	0
mmu-miR-470-5p	chrX	66813995	66814017	-	23	0
mmu-miR-470-3p	chrX	66813961	66813982	-	22	0
mmu-miR-465d-5p	chrX	66822691	66822713	-	23	0
mmu-miR-465d-3p	chrX	66822656	66822677	-	22	0
mmu-miR-465c-5p	chrX	66826004	66826025	-	22	0
mmu-miR-465c-3p	chrX	66825965	66825986	-	22	0
mmu-miR-465b-5p	chrX	66829249	66829270	-	22	0
mmu-miR-465b-3p	chrX	66829212	66829233	-	22	0
mmu-miR-465a-5p	chrX	66839099	66839121	-	23	0
mmu-miR-465a-3p	chrX	66839063	66839084	-	22	0
mmu-miR-201-5p	chrX	67988135	67988156	-	22	0
mmu-miR-201-3p	chrX	67988099	67988121	-	23	0
mmu-miR-547-5p	chrX	67988420	67988440	-	21	0
mmu-miR-547-3p	chrX	67988383	67988403	-	21	0
